Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
44,0.44,0.452546,0.841743,0.084069,0.422908,1.315115,-0.110779,0.451153,0.788759,0.13298,0.464658,0.668153,0.151123,0.471463,0.594944,0.16295,0.042975,0.071901,0.134233,0.073875,0.099593,0.135014,0.12061,0.060047,0.131667,-0.06556,0.056064,0.136016,0.053798,0.310886,0.172857,0.048163,0.404156,0.177074,0.051734,0.328352,0.174756,0.061498,0.200152,0.16674,0.247484,0.547406,0.169956,0.347588,0.567282,0.168303,0.244506,0.548774,0.170602,0.150358,0.526162,0.170963
45,0.45,0.45261,0.841734,0.083988,0.423048,1.315048,-0.111013,0.451216,0.788768,0.132918,0.464693,0.668164,0.151099,0.471482,0.594958,0.162949,0.042932,0.071811,0.134082,0.07384,0.099496,0.134814,0.120561,0.059934,0.131472,-0.065606,0.056005,0.135961,0.053813,0.310865,0.172804,0.048202,0.404136,0.177016,0.051723,0.32833,0.174675,0.061514,0.200128,0.166722,0.247501,0.547417,0.169983,0.347603,0.567302,0.16833,0.244523,0.548781,0.170643,0.150376,0.526169,0.170978
46,0.46,0.45262,0.84172,0.084003,0.423081,1.315067,-0.110921,0.451222,0.788745,0.132924,0.464696,0.668138,0.151085,0.471481,0.59493,0.162923,0.042936,0.071823,0.134144,0.07385,0.099504,0.134788,0.120564,0.05992,0.131612,-0.065606,0.056046,0.136031,0.053819,0.310862,0.172789,0.048208,0.404133,0.177007,0.051725,0.328327,0.174656,0.061525,0.200126,0.166704,0.247499,0.547393,0.169955,0.347602,0.567267,0.168279,0.244523,0.54875,0.170637,0.15037,0.526162,0.170949
47,0.47,0.452649,0.841718,0.083995,0.423161,1.315069,-0.110926,0.451247,0.788743,0.132916,0.464705,0.668134,0.151076,0.471482,0.594925,0.162913,0.042961,0.07187,0.134213,0.073849,0.099576,0.135016,0.120603,0.060048,0.131717,-0.065568,0.055987,0.135906,0.053795,0.31088,0.172855,0.04816,0.404151,0.177052,0.051728,0.328346,0.174748,0.061498,0.200144,0.166767,0.24749,0.54741,0.169967,0.347591,0.567303,0.168317,0.244514,0.548768,0.170643,0.150366,0.526159,0.170941
48,0.48,0.45267,0.84171,0.084012,0.423238,1.315073,-0.110889,0.451247,0.788732,0.132929,0.464708,0.668123,0.151087,0.471486,0.594913,0.162923,0.042935,0.071816,0.134085,0.073848,0.099497,0.134759,0.120563,0.059921,0.131491,-0.065605,0.056029,0.136006,0.053793,0.310888,0.172821,0.048184,0.404159,0.17706,0.051712,0.328353,0.174705,0.061482,0.200153,0.166698,0.247498,0.54739,0.169958,0.347602,0.567264,0.168306,0.24452,0.548757,0.170608,0.150372,0.52615,0.170959
49,0.49,0.452706,0.84171,0.083973,0.423318,1.315067,-0.110948,0.451279,0.788733,0.132891,0.464728,0.668124,0.151054,0.4715,0.594914,0.162893,0.042926,0.071786,0.134058,0.073832,0.099473,0.134795,0.120557,0.059914,0.131463,-0.06561,0.05597,0.135917,0.053787,0.310875,0.17283,0.048174,0.404146,0.177048,0.05171,0.32834,0.174714,0.061477,0.200139,0.166729,0.247509,0.547396,0.169969,0.347608,0.567295,0.168308,0.244533,0.548751,0.170653,0.150385,0.526142,0.170946
50,0.5,0.452742,0.841721,0.084008,0.423416,1.315066,-0.110952,0.451301,0.788748,0.13293,0.464742,0.668139,0.151105,0.471508,0.59493,0.16295,0.042924,0.071768,0.134025,0.073828,0.099457,0.134754,0.120555,0.059899,0.131427,-0.065612,0.055947,0.135896,0.053835,0.310855,0.172791,0.048227,0.404127,0.176989,0.051743,0.328321,0.174656,0.061534,0.200118,0.166728,0.247498,0.547392,0.169961,0.347602,0.567266,0.168298,0.244521,0.548754,0.170626,0.15037,0.526156,0.170959
51,0.51,0.452775,0.841687,0.083973,0.423551,1.315046,-0.110969,0.451303,0.78871,0.132889,0.464741,0.668101,0.151064,0.471505,0.594892,0.162908,0.042927,0.071787,0.134094,0.073823,0.099487,0.134752,0.120564,0.059931,0.131628,-0.065607,0.055943,0.135902,0.053845,0.310826,0.172772,0.048246,0.404097,0.176992,0.051749,0.328291,0.174635,0.06154,0.200089,0.166688,0.247511,0.547375,0.169952,0.347613,0.567262,0.168304,0.244533,0.54874,0.170606,0.150387,0.526124,0.170946
52,0.52,0.452871,0.841694,0.083886,0.423854,1.314913,-0.111426,0.451353,0.788753,0.132839,0.464765,0.668156,0.151113,0.471511,0.594954,0.163016,0.042909,0.071748,0.134036,0.073808,0.099444,0.134713,0.120545,0.059885,0.131543,-0.065626,0.055915,0.135851,0.05383,0.310828,0.172784,0.048226,0.4041,0.176988,0.05174,0.328293,0.174653,0.061522,0.20009,0.166713,0.247515,0.547393,0.169984,0.347618,0.567279,0.16834,0.244537,0.54876,0.170631,0.150391,0.526141,0.17098
53,0.53,0.452893,0.841696,0.083928,0.423931,1.314955,-0.111295,0.451361,0.788745,0.132871,0.464767,0.668144,0.151124,0.47151,0.59494,0.163014,0.042913,0.071728,0.134041,0.073815,0.099421,0.134672,0.120547,0.059852,0.13156,-0.065624,0.05591,0.135889,0.053844,0.310837,0.172814,0.048246,0.404108,0.177042,0.051749,0.328302,0.174679,0.061538,0.200101,0.16672,0.247518,0.54738,0.169991,0.347624,0.56724,0.168312,0.244541,0.548743,0.170655,0.150387,0.526158,0.171005
54,0.54,0.452914,0.841672,0.083964,0.423991,1.314974,-0.11116,0.451369,0.788709,0.132894,0.464777,0.668105,0.151123,0.47152,0.594899,0.162999,0.042925,0.071766,0.13408,0.073827,0.099459,0.134761,0.12056,0.059896,0.131584,-0.065611,0.055943,0.135896,0.053842,0.310835,0.172811,0.04823,0.404105,0.177037,0.051753,0.3283,0.174685,0.061543,0.2001,0.166711,0.24752,0.547387,0.169996,0.347624,0.567261,0.168343,0.244543,0.54875,0.170658,0.150392,0.526151,0.170987
55,0.55,0.452974,0.841695,0.083942,0.424098,1.314991,-0.111202,0.451435,0.788736,0.132876,0.464817,0.668129,0.151108,0.471546,0.594922,0.162986,0.042954,0.071806,0.134116,0.073855,0.099498,0.134873,0.120589,0.059946,0.131588,-0.065582,0.055974,0.135887,0.053844,0.310846,0.172829,0.048236,0.404116,0.177055,0.051758,0.328311,0.174705,0.061539,0.20011,0.166727,0.247538,0.547372,0.169986,0.347637,0.567269,0.168325,0.244561,0.548732,0.170655,0.150415,0.526115,0.170978
56,0.56,0.453012,0.841709,0.083936,0.42419,1.314995,-0.111243,0.45147,0.788754,0.132874,0.464835,0.668147,0.151114,0.471554,0.594939,0.162997,0.042957,0.071844,0.134139,0.073853,0.099542,0.134873,0.120593,0.059994,0.131617,-0.065577,0.055997,0.135927,0.053849,0.31084,0.172846,0.048241,0.404111,0.177068,0.051761,0.328305,0.174719,0.061544,0.200104,0.166749,0.247526,0.547399,0.170036,0.347631,0.567265,0.168344,0.244549,0.548766,0.170688,0.150398,0.526167,0.171075
57,0.57,0.453049,0.841718,0.084139,0.424289,1.315257,-0.110433,0.451445,0.788693,0.133,0.464858,0.66807,0.151097,0.471603,0.59485,0.162891,0.042948,0.071814,0.134141,0.073862,0.099492,0.134831,0.120575,0.059913,0.131568,-0.065594,0.056037,0.136023,0.053826,0.310852,0.172918,0.048197,0.404121,0.177159,0.05176,0.328317,0.174819,0.061522,0.200119,0.166776,0.247539,0.54738,0.170047,0.347645,0.567244,0.168375,0.244562,0.548743,0.170709,0.150409,0.526154,0.171056
58,0.58,0.45307,0.841726,0.084173,0.424386,1.315244,-0.110461,0.451457,0.788708,0.133041,0.464851,0.668085,0.151155,0.471585,0.594866,0.162958,0.042971,0.071863,0.134176,0.073878,0.09955,0.134888,0.120601,0.059985,0.131604,-0.065567,0.056055,0.136035,0.05383,0.310871,0.172932,0.048195,0.404139,0.177177,0.051758,0.328336,0.174831,0.061535,0.200138,0.16679,0.247536,0.547369,0.17006,0.34764,0.567245,0.16841,0.244559,0.548731,0.170721,0.150409,0.52613,0.171048
59,0.59,0.453108,0.841723,0.084154,0.424514,1.315197,-0.110602,0.451469,0.788716,0.133032,0.464859,0.668098,0.151181,0.47159,0.594882,0.163004,0.042938,0.071799,0.134121,0.073847,0.099483,0.134844,0.120569,0.059916,0.131558,-0.065601,0.055998,0.135961,0.053828,0.310869,0.172957,0.048193,0.404136,0.177209,0.051761,0.328333,0.17486,0.06153,0.200136,0.166802,0.24756,0.547382,0.170104,0.347663,0.567265,0.168461,0.244583,0.548743,0.170771,0.150434,0.526139,0.171079
60,0.6,0.453097,0.841719,0.084173,0.424568,1.315216,-0.110537,0.45144,0.788706,0.133044,0.464826,0.668086,0.151183,0.471554,0.594869,0.163001,0.042983,0.071894,0.134209,0.073898,0.099571,0.134964,0.12061,0.059998,0.131614,-0.065559,0.056114,0.136048,0.053825,0.310891,0.172978,0.048208,0.40416,0.177224,0.051766,0.328356,0.174884,0.061503,0.200156,0.166826,0.247551,0.547382,0.170114,0.347651,0.56728,0.168477,0.244574,0.548741,0.170785,0.150427,0.526125,0.171081
61,0.61,0.453143,0.841714,0.084178,0.424635,1.315241,-0.110461,0.451468,0.788691,0.133039,0.464866,0.66807,0.151164,0.471602,0.594852,0.162971,0.042956,0.071863,0.134153,0.073863,0.099548,0.134897,0.120587,0.059985,0.131594,-0.065583,0.056056,0.135969,0.053835,0.310861,0.172961,0.048203,0.40413,0.177208,0.051774,0.328326,0.174868,0.061527,0.200128,0.166806,0.24755,0.547367,0.170111,0.347654,0.567244,0.168458,0.244574,0.548726,0.170786,0.150422,0.526133,0.171089
62,0.62,0.453162,0.841721,0.084208,0.424711,1.315204,-0.110546,0.451473,0.788709,0.13308,0.464866,0.668092,0.151235,0.471599,0.594877,0.163062,0.042968,0.071883,0.134185,0.073879,0.099562,0.135008,0.120597,0.060003,0.131583,-0.065573,0.056084,0.135964,0.053834,0.310857,0.172973,0.048209,0.404125,0.17724,0.051757,0.328321,0.174868,0.061536,0.200125,0.16681,0.247547,0.547341,0.170099,0.34765,0.567219,0.168455,0.244569,0.548709,0.170744,0.150421,0.526095,0.171098
63,0.63,0.453224,0.84171,0.084154,0.424839,1.31523,-0.110522,0.451518,0.78869,0.133015,0.464905,0.66807,0.151153,0.471634,0.594852,0.162968,0.04294,0.071813,0.134134,0.073842,0.099506,0.13482,0.120574,0.059944,0.131628,-0.065596,0.055989,0.135954,0.053838,0.31086,0.173001,0.048203,0.404126,0.177277,0.051763,0.328323,0.174902,0.061548,0.200129,0.166825,0.247533,0.547342,0.170146,0.347635,0.567229,0.168504,0.244555,0.548706,0.170802,0.150408,0.526091,0.17113
64,0.64,0.453238,0.8417,0.0842,0.424841,1.315285,-0.110314,0.451515,0.788661,0.133041,0.464926,0.668038,0.151142,0.471668,0.594818,0.162933,0.042924,0.071803,0.134088,0.07382,0.099504,0.134671,0.120561,0.059939,0.13166,-0.06561,0.055966,0.135933,0.053831,0.310848,0.173009,0.048197,0.404115,0.177267,0.051763,0.328312,0.174912,0.061533,0.200116,0.166847,0.247538,0.547328,0.170152,0.347646,0.567187,0.168503,0.244561,0.548695,0.170802,0.150409,0.526102,0.171152
65,0.65,0.453287,0.8417,0.084197,0.425016,1.31529,-0.110322,0.45152,0.788657,0.133033,0.464934,0.668036,0.151142,0.471677,0.594816,0.162937,0.042968,0.071871,0.134149,0.07387,0.099562,0.134906,0.120602,0.060009,0.131595,-0.065568,0.056041,0.135946,0.053914,0.310729,0.173073,0.048429,0.403998,0.177509,0.051773,0.328192,0.174908,0.06154,0.199998,0.166803,0.247539,0.547308,0.170156,0.347651,0.567144,0.168496,0.244561,0.548678,0.170796,0.150405,0.5261,0.171177
66,0.66,0.453291,0.841681,0.084188,0.425095,1.315224,-0.110457,0.451534,0.788654,0.133041,0.464908,0.668032,0.151178,0.471627,0.594813,0.162991,0.042935,0.071809,0.134129,0.07384,0.099498,0.134809,0.120568,0.059931,0.131616,-0.065603,0.055997,0.135962,0.053913,0.310729,0.173104,0.048441,0.403997,0.177563,0.05176,0.328191,0.174927,0.06154,0.199998,0.166824,0.247541,0.547313,0.170174,0.347649,0.567164,0.1685,0.244565,0.548675,0.17084,0.150408,0.526099,0.171181
67,0.67,0.453283,0.841697,0.084263,0.42515,1.315229,-0.110418,0.451513,0.788674,0.133119,0.464878,0.668052,0.151267,0.471591,0.594834,0.163086,0.042973,0.071871,0.134129,0.073886,0.09955,0.13485,0.1206,0.05998,0.131494,-0.065567,0.056082,0.136045,0.053824,0.310805,0.173032,0.048207,0.404071,0.177346,0.05174,0.328268,0.174928,0.061527,0.200075,0.166821,0.247537,0.547326,0.170203,0.347642,0.567196,0.168553,0.24456,0.548689,0.170863,0.150409,0.526092,0.171193
68,0.68,0.453291,0.841703,0.08429,0.425158,1.315266,-0.110314,0.45151,0.788669,0.133136,0.464887,0.668047,0.151266,0.471608,0.594828,0.163074,0.042928,0.071803,0.134115,0.073828,0.099498,0.134815,0.120563,0.059941,0.1316,-0.065607,0.055969,0.135929,0.053906,0.310732,0.173126,0.048433,0.404001,0.177556,0.051758,0.328195,0.17495,0.061527,0.199999,0.166872,0.247558,0.547299,0.170191,0.347666,0.567153,0.168516,0.244583,0.548658,0.170867,0.150426,0.526086,0.171189
69,0.69,0.45333,0.841664,0.08421,0.425202,1.315215,-0.110427,0.451549,0.788635,0.133059,0.464924,0.668013,0.151198,0.471644,0.594794,0.163011,0.042978,0.07187,0.134201,0.073881,0.099559,0.134961,0.120611,0.060004,0.131644,-0.065559,0.056046,0.135996,0.053911,0.310697,0.173111,0.048446,0.403966,0.177558,0.051749,0.32816,0.17492,0.061539,0.199965,0.166854,0.247551,0.547301,0.170193,0.347664,0.567128,0.168497,0.244575,0.548666,0.170853,0.150415,0.526108,0.171231
70,0.7,0.453325,0.8417,0.084269,0.425265,1.315233,-0.110419,0.451536,0.788675,0.133124,0.464894,0.668054,0.151276,0.471603,0.594836,0.163097,0.042941,0.071825,0.134136,0.073842,0.099519,0.134814,0.120577,0.059957,0.131659,-0.065595,0.055998,0.135935,0.053895,0.310683,0.173088,0.048403,0.40395,0.17754,0.051746,0.328145,0.174918,0.061537,0.199954,0.166807,0.247555,0.547303,0.170202,0.34766,0.567172,0.168525,0.244579,0.548665,0.170867,0.150427,0.526071,0.171213
71,0.71,0.453353,0.841662,0.0843,0.425191,1.315396,-0.109886,0.451592,0.788588,0.133101,0.464957,0.667948,0.151121,0.47167,0.594717,0.162863,0.042976,0.071858,0.134148,0.073879,0.099549,0.134878,0.120609,0.059991,0.131603,-0.065561,0.056036,0.135964,0.053913,0.310683,0.173116,0.048458,0.403952,0.177577,0.05176,0.328146,0.174935,0.061521,0.199951,0.166835,0.247551,0.547293,0.170189,0.347662,0.567133,0.168496,0.244576,0.548652,0.170867,0.150416,0.526094,0.171205
72,0.72,0.453381,0.841687,0.084193,0.425332,1.315213,-0.110514,0.451589,0.788664,0.13305,0.464948,0.668044,0.151207,0.471657,0.594826,0.163031,0.042961,0.071831,0.134113,0.073867,0.099519,0.134807,0.120593,0.059953,0.13157,-0.065577,0.056021,0.135961,0.053914,0.310703,0.173117,0.048447,0.403971,0.177589,0.051759,0.328166,0.17494,0.061535,0.199973,0.166823,0.247539,0.547281,0.170172,0.347647,0.567129,0.168485,0.244563,0.548641,0.170848,0.150405,0.526074,0.171184
73,0.73,0.453398,0.841675,0.084193,0.42538,1.315193,-0.11054,0.451611,0.788656,0.133054,0.464951,0.668035,0.151216,0.47165,0.594816,0.163043,0.04294,0.071773,0.134057,0.073852,0.099457,0.134666,0.12057,0.059871,0.13156,-0.065601,0.05599,0.135944,0.053904,0.310692,0.173106,0.048436,0.40396,0.177561,0.051755,0.328155,0.174932,0.061521,0.199961,0.166826,0.247553,0.54729,0.170186,0.347663,0.567135,0.168491,0.244577,0.548654,0.17085,0.15042,0.526082,0.171217
74,0.74,0.4534,0.841679,0.084232,0.425384,1.315232,-0.110416,0.451615,0.788652,0.133083,0.464952,0.668027,0.151223,0.471649,0.594806,0.163037,0.042957,0.071762,0.134028,0.073875,0.099435,0.134809,0.120582,0.059863,0.131362,-0.065585,0.055988,0.135914,0.053916,0.310693,0.173085,0.048457,0.403961,0.177561,0.05178,0.328155,0.174928,0.06151,0.199962,0.166765,0.247547,0.547299,0.170174,0.347652,0.567164,0.168501,0.244571,0.548658,0.170849,0.150416,0.526076,0.171172
75,0.75,0.453529,0.841648,0.084291,0.42548,1.315188,-0.110385,0.451741,0.788623,0.133144,0.465095,0.668001,0.151292,0.471801,0.594782,0.163111,0.042987,0.071889,0.134154,0.073903,0.099565,0.13487,0.120613,0.059986,0.131569,-0.065556,0.056115,0.136022,0.053912,0.310691,0.173043,0.048453,0.403961,0.177478,0.051767,0.328154,0.174868,0.061517,0.199958,0.166784,0.247532,0.547304,0.170176,0.347637,0.567176,0.168502,0.244556,0.548666,0.170841,0.150405,0.52607,0.171184
76,0.76,0.45345,0.841688,0.084215,0.42544,1.315277,-0.110346,0.451649,0.78865,0.133054,0.465003,0.668023,0.151175,0.471709,0.594802,0.162977,0.043005,0.071925,0.134194,0.073923,0.0996,0.134929,0.120631,0.06002,0.131612,-0.065539,0.056157,0.136041,0.053894,0.310678,0.173049,0.048429,0.403947,0.177502,0.051746,0.328141,0.174875,0.061506,0.199947,0.166769,0.247543,0.547298,0.17017,0.347652,0.567148,0.168501,0.244566,0.548664,0.170823,0.150412,0.526081,0.171185
77,0.77,0.453556,0.841679,0.084251,0.425568,1.315217,-0.110439,0.451765,0.788656,0.133107,0.465098,0.668032,0.151257,0.471791,0.594812,0.163078,0.042978,0.071837,0.134103,0.073886,0.099526,0.134699,0.12061,0.059944,0.131644,-0.065562,0.056043,0.135966,0.053902,0.310667,0.173027,0.048439,0.403935,0.177498,0.051748,0.328129,0.174849,0.061519,0.199937,0.166733,0.247553,0.547305,0.170152,0.347657,0.567182,0.168498,0.244576,0.54867,0.170808,0.150426,0.526065,0.17115
78,0.78,0.453575,0.84166,0.084267,0.425591,1.315219,-0.110372,0.45179,0.788633,0.133118,0.465115,0.668006,0.151255,0.471805,0.594784,0.163067,0.043006,0.071846,0.134048,0.073913,0.099531,0.134822,0.120636,0.059976,0.131411,-0.065531,0.056032,0.135912,0.053898,0.310681,0.173008,0.048437,0.403951,0.177442,0.051733,0.328144,0.174811,0.061523,0.199948,0.16677,0.247554,0.547299,0.170146,0.34766,0.567164,0.168476,0.244577,0.548664,0.170802,0.150425,0.526069,0.171159
79,0.79,0.453494,0.841687,0.084308,0.425534,1.315274,-0.110263,0.451694,0.788651,0.13315,0.465027,0.668022,0.151272,0.471721,0.594799,0.163074,0.042994,0.071854,0.134037,0.073895,0.099546,0.134849,0.120628,0.060004,0.13143,-0.06554,0.056014,0.135831,0.053881,0.310661,0.172982,0.048389,0.403928,0.177431,0.051741,0.328123,0.174822,0.061513,0.199931,0.166692,0.247543,0.54729,0.170161,0.347647,0.567165,0.168505,0.244567,0.548649,0.170833,0.150415,0.526055,0.171143
80,0.8,0.453606,0.841655,0.084311,0.425622,1.31526,-0.110215,0.451821,0.788616,0.13315,0.465145,0.667984,0.151257,0.471834,0.59476,0.163052,0.043019,0.071928,0.134162,0.073925,0.099617,0.134815,0.120651,0.060044,0.131659,-0.06552,0.056124,0.136012,0.05375,0.310545,0.172111,0.048373,0.403778,0.177355,0.051434,0.32808,0.172364,0.061441,0.199778,0.166615,0.247552,0.547291,0.17015,0.347658,0.567155,0.168476,0.244576,0.548651,0.170822,0.150422,0.526067,0.171152
81,0.81,0.453629,0.841649,0.084365,0.425693,1.315278,-0.110111,0.451812,0.788602,0.133193,0.465156,0.667971,0.151294,0.471856,0.594747,0.163083,0.043033,0.071918,0.1341,0.073955,0.099589,0.134768,0.120655,0.059998,0.131467,-0.065511,0.056168,0.136066,0.053784,0.310733,0.172822,0.048198,0.404001,0.177137,0.051626,0.328196,0.174636,0.061529,0.200003,0.166692,0.247538,0.547267,0.170137,0.347643,0.567137,0.168466,0.244562,0.548625,0.170814,0.150408,0.526039,0.17113
82,0.82,0.453635,0.841653,0.084387,0.425704,1.315284,-0.110084,0.451817,0.788605,0.133215,0.46516,0.667974,0.151315,0.47186,0.59475,0.163104,0.043026,0.07189,0.134048,0.073941,0.099566,0.134797,0.120652,0.059995,0.131414,-0.065515,0.056108,0.135934,0.053798,0.310724,0.172831,0.048172,0.40399,0.177141,0.051701,0.328187,0.174716,0.06152,0.199995,0.166636,0.247549,0.547268,0.170142,0.347656,0.567125,0.168462,0.244573,0.548628,0.170817,0.150417,0.526052,0.171147
83,0.83,0.453643,0.841661,0.084394,0.425753,1.315299,-0.110065,0.451807,0.78861,0.133218,0.465154,0.667979,0.151318,0.471856,0.594755,0.163105,0.043026,0.071883,0.134095,0.073931,0.099572,0.134823,0.120659,0.06001,0.131566,-0.065512,0.056068,0.135895,0.053765,0.310718,0.172835,0.048105,0.403982,0.177145,0.051695,0.328181,0.174751,0.061496,0.199992,0.16661,0.247524,0.547283,0.17015,0.347631,0.567143,0.168505,0.244547,0.548647,0.170808,0.150394,0.526058,0.171136
84,0.84,0.453644,0.841667,0.084417,0.425734,1.315332,-0.109975,0.451826,0.788611,0.133236,0.46516,0.667977,0.151315,0.471854,0.59475,0.163091,0.04302,0.07187,0.134029,0.073936,0.099546,0.13476,0.120645,0.05997,0.131409,-0.065522,0.056093,0.135919,0.053874,0.310588,0.172834,0.048389,0.403855,0.177282,0.051722,0.32805,0.174659,0.061512,0.199858,0.166561,0.247537,0.547291,0.17015,0.347641,0.567168,0.168508,0.244561,0.548652,0.170818,0.150409,0.526054,0.171123
85,0.85,0.45366,0.841608,0.084435,0.42576,1.315286,-0.109924,0.451876,0.788553,0.133257,0.465168,0.667912,0.15132,0.471837,0.594681,0.163088,0.04304,0.071891,0.134044,0.073961,0.099561,0.134786,0.120663,0.059978,0.131402,-0.065505,0.056135,0.135945,0.05377,0.310701,0.172829,0.048119,0.403963,0.17718,0.051692,0.328163,0.174744,0.061499,0.199977,0.166564,0.247538,0.547267,0.170149,0.347641,0.567146,0.168517,0.244562,0.548623,0.17083,0.15041,0.52603,0.171101
86,0.86,0.453659,0.841605,0.084494,0.425788,1.31532,-0.109778,0.451837,0.788536,0.133299,0.465161,0.667896,0.151348,0.471848,0.594665,0.163105,0.043048,0.071882,0.134031,0.073986,0.099533,0.134744,0.120661,0.059923,0.131322,-0.065505,0.056189,0.136029,0.053755,0.310714,0.172862,0.048096,0.403979,0.177167,0.051674,0.328177,0.174767,0.061494,0.199988,0.166652,0.247536,0.547253,0.170164,0.347642,0.567117,0.168531,0.244559,0.548614,0.170833,0.150405,0.526028,0.171129
87,0.87,0.45369,0.841574,0.08454,0.425805,1.315231,-0.109874,0.451877,0.788521,0.133363,0.465196,0.667885,0.151446,0.471881,0.594658,0.163225,0.043055,0.071907,0.134024,0.073988,0.099562,0.134838,0.120674,0.059967,0.131392,-0.065497,0.056192,0.135842,0.053535,0.310352,0.171999,0.048186,0.403591,0.177157,0.051139,0.327873,0.172414,0.061278,0.199591,0.166428,0.247534,0.547246,0.170173,0.347643,0.567091,0.168492,0.24456,0.548598,0.170871,0.150398,0.526048,0.171155
88,0.88,0.453669,0.841604,0.084524,0.425828,1.315277,-0.109858,0.451839,0.788547,0.133341,0.465161,0.667911,0.151419,0.471848,0.594683,0.163194,0.043065,0.071926,0.134142,0.073997,0.099585,0.134861,0.120684,0.059982,0.131519,-0.065485,0.056212,0.136046,0.05375,0.310639,0.172789,0.048151,0.403903,0.177193,0.051567,0.3281,0.174594,0.061531,0.199916,0.166578,0.24754,0.547233,0.1702,0.347649,0.567089,0.168568,0.244564,0.548596,0.170862,0.150409,0.526015,0.171169
89,0.89,0.453691,0.841567,0.084523,0.425826,1.315252,-0.109823,0.451888,0.788509,0.133341,0.465187,0.667868,0.151404,0.471861,0.594638,0.163171,0.043065,0.071913,0.134127,0.073996,0.099574,0.134821,0.120684,0.059969,0.13152,-0.065486,0.056198,0.136041,0.053842,0.310579,0.172922,0.048332,0.403844,0.177404,0.051692,0.32804,0.17476,0.061503,0.199853,0.166601,0.247544,0.547231,0.170213,0.34765,0.567095,0.168594,0.244567,0.548592,0.170879,0.150413,0.526005,0.171167
90,0.9,0.453701,0.841542,0.084574,0.425795,1.315235,-0.10975,0.451882,0.788479,0.133385,0.465216,0.667842,0.151447,0.471911,0.594613,0.163213,0.043058,0.071889,0.134038,0.073999,0.099536,0.134796,0.120671,0.059929,0.131307,-0.065495,0.056201,0.13601,0.053849,0.310572,0.17292,0.048352,0.403837,0.177408,0.051707,0.328033,0.174766,0.061489,0.199846,0.166585,0.247555,0.547232,0.170238,0.347663,0.567086,0.168596,0.244579,0.548592,0.170908,0.150422,0.526017,0.17121
91,0.91,0.453706,0.841548,0.084583,0.425815,1.315208,-0.109823,0.451901,0.788496,0.133407,0.465213,0.667859,0.151486,0.471894,0.594631,0.163263,0.043058,0.071906,0.134098,0.073987,0.099567,0.134824,0.120678,0.059969,0.131481,-0.065492,0.056183,0.13599,0.053777,0.310663,0.172903,0.048141,0.403925,0.177269,0.051706,0.328124,0.174824,0.061485,0.199938,0.166616,0.247567,0.547216,0.17024,0.347675,0.567068,0.168575,0.244592,0.548573,0.17092,0.150434,0.526005,0.171225
92,0.92,0.453813,0.841401,0.084754,0.42568,1.315222,-0.109226,0.451809,0.788273,0.133487,0.465446,0.667664,0.151511,0.472318,0.594447,0.163242,0.043065,0.071924,0.134087,0.074001,0.099577,0.134814,0.120681,0.059972,0.131398,-0.065486,0.056221,0.136051,0.053778,0.310644,0.172891,0.048124,0.403907,0.177229,0.051698,0.328106,0.174801,0.061512,0.199919,0.166641,0.247559,0.547212,0.170242,0.347667,0.567072,0.168626,0.244582,0.548577,0.170897,0.150429,0.525986,0.171203
93,0.93,0.453782,0.841395,0.084915,0.425589,1.315321,-0.108796,0.45179,0.78824,0.133619,0.465436,0.667621,0.151574,0.472314,0.594397,0.163263,0.04307,0.071945,0.13414,0.074003,0.099604,0.134822,0.120689,0.059994,0.131547,-0.065481,0.056236,0.136052,0.053784,0.310652,0.172945,0.04814,0.403914,0.177319,0.051696,0.328113,0.174854,0.061517,0.199929,0.166662,0.24756,0.547177,0.170273,0.347676,0.566992,0.168623,0.244584,0.548542,0.170933,0.15042,0.525997,0.171262
94,0.94,0.453768,0.841417,0.085003,0.425509,1.315411,-0.108534,0.451773,0.788243,0.133686,0.465447,0.667621,0.151598,0.472342,0.594395,0.163262,0.043077,0.071916,0.134079,0.074029,0.099552,0.134818,0.120684,0.059924,0.131322,-0.065482,0.056272,0.136097,0.053777,0.310634,0.172931,0.04812,0.403897,0.177279,0.051714,0.328096,0.17486,0.061498,0.19991,0.166655,0.247562,0.54717,0.170289,0.347679,0.566984,0.168663,0.244585,0.548537,0.170942,0.150422,0.525988,0.171262
95,0.95,0.453716,0.841447,0.085106,0.42541,1.315531,-0.108203,0.451705,0.788246,0.133759,0.465416,0.667621,0.151619,0.472332,0.594391,0.163249,0.043069,0.071922,0.134122,0.074006,0.099576,0.134807,0.120685,0.059961,0.131497,-0.065484,0.05623,0.13606,0.053772,0.310633,0.172957,0.048123,0.403894,0.177336,0.051694,0.328095,0.174877,0.061498,0.199911,0.166658,0.247577,0.547221,0.170375,0.347684,0.567089,0.168844,0.244596,0.548597,0.17099,0.15045,0.525976,0.171291
